ticket_id,ai_suggested_reason,ai_theme,ai_confidence,ai_evidence_quote,ai_model,ai_run_id
TK-248859,WTY-BUYBACK,hardware_fault,n/a (rules),"s on phone. rplc raised, RMA shared with cx. (SOP 3.1",rules-baseline-v2,rules:note
TK-248860,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-248862,DUP-PAYMENT,payment_failure,n/a (rules),"team, paid via upi, amount deducted, no order confirmation h",rules-baseline-v2,rules:message
TK-248866,CANCEL,customer_cancellation,n/a (rules),re: cancel order | checked shipment sta,rules-baseline-v2,rules:note
TK-248877,RETURN-QC-OK,return_qc,n/a (rules),processed (1999). issue: refund not credited. checked refund status o,rules-baseline-v2,rules:note
TK-248879,CANCEL,customer_cancellation,n/a (rules),cx states ord cancellation. cancelled before dispat,rules-baseline-v2,rules:note
TK-248894,RETURN-QC-OK,return_qc,n/a (rules),Contact re rfnd pending. Checked reverse pkp QC,rules-baseline-v2,rules:note
TK-248905,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no order 2. confirmed with paym",rules-baseline-v2,rules:note
TK-248908,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. Issue: refund pending. Checked reverse pickup,rules-baseline-v2,rules:note
TK-248911,PRICE-ADJ,pricing_coupon,n/a (rules),issue: coupon not applied | chk cart e,rules-baseline-v2,rules:note
TK-248916,CANCEL,customer_cancellation,n/a (rules),cancel order | checked shipmnt stat,rules-baseline-v2,rules:note
TK-248923,CANCEL,customer_cancellation,n/a (rules),ght Orbit Mini on 23/09. Want to cancel my order. I tried cancel,rules-baseline-v2,rules:message
TK-248926,WTY-BUYBACK,connectivity_firmware,n/a (rules),placement raised. issue: intermittent disconnects. checked fw 3.4.6. refu,rules-baseline-v2,rules:note
TK-248929,RETURN-QC-OK,return_qc,medium,OPENED THE PARCEL & IT IS A COMPLETELY DIFFERENT THING,claude-opus-5,tier2
TK-248945,WTY-BUYBACK,hardware_fault,n/a (rules),1. Rapid battery drain 2. chk usage pattern wit,rules-baseline-v2,rules:note
TK-248950,DUP-PAYMENT,payment_failure,n/a (rules),Cx reported failed order after payment. chk PG dashboard for tx,rules-baseline-v2,rules:note
TK-248952,DUP-PAYMENT,payment_failure,n/a (rules),cx reported amount deducted without order. confirmed with paymen,rules-baseline-v2,rules:note
TK-248954,RETURN-QC-OK,return_qc,n/a (rules),Cx says refund pending. Checked refund status o,rules-baseline-v2,rules:note
TK-248963,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. Checked rfnd status o,rules-baseline-v2,rules:note
TK-248967,DOA-REPL,transit_damage,n/a (rules),cx reported transit damage. chk with crr for damage,rules-baseline-v2,rules:note
TK-248974,WTY-BUYBACK,connectivity_firmware,n/a (rules),1. Intermittent disconnects 2. Checked FW 2.5.6 3.,rules-baseline-v2,rules:note
TK-248981,CANCEL,customer_cancellation,n/a (rules),cx: cancellation request | cancelled before dispa,rules-baseline-v2,rules:note
TK-248985,RETURN-QC-OK,return_qc,n/a (rules),Cust contcted re rfnd not credited. chk rnd satus on PG. rf,rules-baseline-v2,rules:note
TK-248988,DUP-PAYMENT,payment_failure,n/a (rules),Ticket raised for double charge. conf UTRs. Refund of Rs,rules-baseline-v2,rules:note
TK-248991,DUP-PAYMENT,payment_failure,n/a (rules),hey card charged two times ??,rules-baseline-v2,rules:message
TK-248997,WTY-BUYBACK,hardware_fault,medium,Charging case dead / Asked cx to try different cable + adaptor,claude-opus-5,tier2
TK-249001,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-249007,RETURN-QC-OK,return_qc,n/a (rules),Reported: refund not credited. Checked reverse pickup,rules-baseline-v2,rules:note
TK-249009,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd delay 2. Checked rfnd status o,rules-baseline-v2,rules:note
TK-249020,WTY-BUYBACK,hardware_fault,n/a (rules),: strap damage | checked warranty eligibility -> refund of,rules-baseline-v2,rules:note
TK-249028,DUP-PAYMENT,payment_failure,high,payemnt went through but i got no order id,claude-opus-5,tier2
TK-249031,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no order 2. chk pg dashboard fo",rules-baseline-v2,rules:note
TK-249033,RETURN-QC-OK,return_qc,n/a (rules),Cx reported pkp missed. Re-raised pkp w/ crr. F,rules-baseline-v2,rules:note
TK-249067,RETURN-QC-OK,return_qc,n/a (rules),Cx reported pkp missed. Re-raised pkp with cour,rules-baseline-v2,rules:note
TK-249085,PRICE-ADJ,pricing_coupon,n/a (rules),2 earbuds. Your ad said 20% off and the cart says full p,rules-baseline-v2,rules:message
TK-249092,LOST-TRANSIT,transit_lost,n/a (rules),5-7 working days. Issue: order not delivered. Confirmed address w/ cx,rules-baseline-v2,rules:note
TK-249095,RETURN-QC-OK,return_qc,n/a (rules),Ticket raised for rfnd delay. chk rfd status on PG. F,rules-baseline-v2,rules:note
TK-249100,DUP-PAYMENT,payment_failure,n/a (rules),Cx says failed ord after payment. Asked for UTR. Auto-rfn,rules-baseline-v2,rules:note
TK-249106,RETURN-QC-OK,return_qc,n/a (rules),"ranty claim status | chk qc report -> repair completed, shi",rules-baseline-v2,rules:note
TK-249110,DUP-PAYMENT,payment_failure,n/a (rules),1. failed order after payment 2. checked pg dashboard,rules-baseline-v2,rules:note
TK-249114,RETURN-QC-OK,return_qc,n/a (rules),1. Pickup not done 2. Re-raised pickup w/ c,rules-baseline-v2,rules:note
TK-249122,RETURN-QC-OK,return_qc,n/a (rules),Refunded Rs 6499. Issue: refund pending. chk refund status on PG,rules-baseline-v2,rules:note
TK-249130,CANCEL,customer_cancellation,n/a (rules),"ks ago, order VR898468.  Cancel order VR898468. What do I do",rules-baseline-v2,rules:message
TK-249134,DOA-REPL,transit_damage,n/a (rules),Refunded Rs 2799. Issue: transit damage. Checked w/ crr for dama,rules-baseline-v2,rules:note
TK-249147,WTY-BUYBACK,hardware_fault,n/a (rules),ssed (700). issue: l bud no charge in case. tested with cx,rules-baseline-v2,rules:note
TK-249149,DUP-PAYMENT,payment_failure,n/a (rules),ublle charge. chk PG for duplicate txn. Refunded Rs 552. Follow,rules-baseline-v2,rules:note
TK-249151,RETURN-QC-OK,return_qc,n/a (rules),cust contacted re incorrect product shipped. raised w/ warehouse. re,rules-baseline-v2,rules:note
TK-249155,CANCEL,customer_cancellation,n/a (rules),Ticket raised for order cancellation. Cancelled before dispat,rules-baseline-v2,rules:note
TK-249161,WTY-BUYBACK,hardware_fault,n/a (rules),cx: rapid battery drain | checked usage pattern,rules-baseline-v2,rules:note
TK-249163,DUP-PAYMENT,payment_failure,n/a (rules),Customer states duplicate payment. Coonfirmed UTRs. Duplic,rules-baseline-v2,rules:note
TK-249167,WTY-BUYBACK,hardware_fault,n/a (rules),re: battery draining fast | chk usage patt,rules-baseline-v2,rules:note
TK-249172,LOST-TRANSIT,transit_lost,n/a (rules),d from warehouse. issue: delivery delayed. raised ticket with cour,rules-baseline-v2,rules:note
TK-249195,DOA-REPL,transit_damage,n/a (rules),Cx says transit damage. chk with courier for da,rules-baseline-v2,rules:note
TK-249196,DUP-PAYMENT,payment_failure,n/a (rules),Ticket raised for double charge. Confirmed UTRs. Refund,rules-baseline-v2,rules:note
TK-249198,DOA-REPL,transit_damage,n/a (rules),1. Transit damage 2. chk w/ crr for damage,rules-baseline-v2,rules:note
TK-249200,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. chk reverse pickup QC,rules-baseline-v2,rules:note
TK-249207,CANCEL,customer_cancellation,n/a (rules),cx: cancellation request | cancelled before dispa,rules-baseline-v2,rules:note
TK-249213,DUP-PAYMENT,payment_failure,n/a (rules),Reported: double charge. conf UTRs. Refunded Rs,rules-baseline-v2,rules:note
TK-249217,RETURN-QC-OK,return_qc,n/a (rules),"ays ago, order vr901137. where is the money for the return. i already emailed twice",rules-baseline-v2,rules:message
TK-249219,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: pkp not done. chk pkp awb. ~Manish,rules-baseline-v2,rules:note
TK-249220,LOST-TRANSIT,transit_lost,n/a (rules),1. dlvry delayed 2. Raised ticket w/ cour,rules-baseline-v2,rules:note
TK-249228,RETURN-QC-OK,return_qc,n/a (rules),Contact re reverse pkp pending. Re-raised pkp w,rules-baseline-v2,rules:note
TK-249263,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pickup pending 2. Re-raised pic,rules-baseline-v2,rules:note
TK-249270,CANCEL,customer_cancellation,n/a (rules),1. Cancel order 2. Checked shipment st,rules-baseline-v2,rules:note
TK-249273,RETURN-QC-OK,return_qc,high,you picked up teh item 12 days ago and my money hasn't come back,claude-opus-5,tier2
TK-249282,DUP-PAYMENT,payment_failure,n/a (rules),"cx states payment debited, no order. Checked PG dashboard",rules-baseline-v2,rules:note
TK-249291,WTY-BUYBACK,hardware_fault,n/a (rules),re: left bud not charging | tested w/ cx on call -,rules-baseline-v2,rules:note
TK-249310,DUP-PAYMENT,payment_failure,n/a (rules),nscript] hii payment was deducted but no order was created pulse 2 anyo,rules-baseline-v2,rules:message
TK-249311,DUP-PAYMENT,payment_failure,n/a (rules),duplicate refunded to source (sop 5.4),rules-baseline-v2,rules:note
TK-249319,DUP-PAYMENT,payment_failure,n/a (rules),1. failed order after payment 2. asked for utr 3. refu,rules-baseline-v2,rules:note
TK-249324,WTY-BUYBACK,hardware_fault,n/a (rules),e. Processed FR & raised RMA for new set. ~Meera,rules-baseline-v2,rules:note
TK-249329,LOST-TRANSIT,delivery_delay,medium,tracking has sadi out for delivery for a week now,claude-opus-5,tier2
TK-249338,DUP-PAYMENT,payment_failure,n/a (rules),payment was deducted but no order was created - VR896636,rules-baseline-v2,rules:message
TK-249347,RETURN-QC-OK,return_qc,n/a (rules),Cx says refund pending. Checked reverse pickup,rules-baseline-v2,rules:note
TK-249348,CANCEL,customer_cancellation,n/a (rules),tiated to source. Issue: cancellation request. Checked shipment status,rules-baseline-v2,rules:note
TK-249351,WTY-BUYBACK,hardware_fault,n/a (rules),or the bud. Issue: L bud no charge in case. Asked cx to cle,rules-baseline-v2,rules:note
TK-249353,WTY-BUYBACK,hardware_fault,n/a (rules),"g -> replacement raised, rma shared with cx. Cx got t",rules-baseline-v2,rules:note
TK-249356,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. conf utrs 3. refund o,rules-baseline-v2,rules:note
TK-249358,WTY-BUYBACK,connectivity_firmware,n/a (rules),issue: connection dropping | chk fw 2.6.0 -> re,rules-baseline-v2,rules:note
TK-249360,LOST-TRANSIT,transit_lost,n/a (rules),Cx reported ord not delivered. chk AWB w/ courier. Cou,rules-baseline-v2,rules:note
TK-249368,CANCEL,customer_cancellation,n/a (rules),"2 earbuds a month ago.  Please cancel, ordered by mistake. I t",rules-baseline-v2,rules:message
TK-249373,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. Issue: pkp missed. Re-raised pkp w/ courie,rules-baseline-v2,rules:note
TK-249389,RETURN-QC-OK,return_qc,n/a (rules),Customer reached out - rfnd not credited. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-249404,DUP-PAYMENT,payment_failure,n/a (rules),he strata 3 2 weeks ago. Double payment deducted. I checked with,rules-baseline-v2,rules:message
TK-249405,DUP-PAYMENT,payment_failure,high,my bank shwos the same amount twice on the same day,claude-opus-5,tier2
TK-249415,DUP-PAYMENT,payment_failure,n/a (rules),cust contacted re charged twice. chk pg for duplicate tx,rules-baseline-v2,rules:note
TK-249418,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-249425,RETURN-QC-OK,return_qc,n/a (rules),1. Pickup missed 2. Re-raised pickup with,rules-baseline-v2,rules:note
TK-249427,WTY-BUYBACK,hardware_fault,n/a (rules),cx states l bud no charge in case. asked cx to cle,rules-baseline-v2,rules:note
TK-249436,CANCEL,customer_cancellation,n/a (rules),tiated to source. Issue: cancel ord. chk shipment status. //,rules-baseline-v2,rules:note
TK-249441,RETURN-QC-OK,return_qc,n/a (rules),"-> replacement approved, reverse pickup arranged. -- sent a new",rules-baseline-v2,rules:note
TK-249447,RETURN-QC-OK,return_qc,n/a (rules),Ticket raised for pkp missed. Re-raised pkp with cour,rules-baseline-v2,rules:note
TK-249451,WTY-BUYBACK,hardware_fault,n/a (rules),re: warranty claim status | checked r,rules-baseline-v2,rules:note
TK-249457,DOA-REPL,transit_damage,n/a (rules),ement dispatched. Issue: damaged in transit. Checked with courier fo,rules-baseline-v2,rules:note
TK-249488,WTY-BUYBACK,hardware_fault,n/a (rules),orking days. issue: case no led / no charge. checked for,rules-baseline-v2,rules:note
TK-249490,RETURN-QC-OK,return_qc,n/a (rules),reverse pkp + correct item shipped ~,rules-baseline-v2,rules:note
TK-249501,DUP-PAYMENT,payment_failure,n/a (rules),1. failed ord after payment 2. asked for utr 3. auto,rules-baseline-v2,rules:note
TK-249516,RETURN-QC-OK,return_qc,n/a (rules),Cx reported refund delay. Checked reverse pickup,rules-baseline-v2,rules:note
TK-249520,CANCEL,customer_cancellation,n/a (rules),1. cancellation request 2. checked shipment stat,rules-baseline-v2,rules:note
TK-249521,CANCEL,customer_cancellation,n/a (rules),tiated to source. Issue: cancellation request. Checked shipment status,rules-baseline-v2,rules:note
TK-249522,CANCEL,customer_cancellation,n/a (rules),arbuds placed on 22 Jan. Want to cancel my order. I have tried c,rules-baseline-v2,rules:message
TK-249527,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. chk reverse pkp QC st,rules-baseline-v2,rules:note
TK-249528,LOST-TRANSIT,transit_lost,n/a (rules),refunded rs 1999. issue: order not delivered. confirmed address with,rules-baseline-v2,rules:note
TK-249530,DUP-PAYMENT,payment_failure,n/a (rules),14. my bank says rs 3499 went to you but your site says i have no orders. i checked bank s,rules-baseline-v2,rules:message
TK-249535,DUP-PAYMENT,payment_failure,n/a (rules),"processed (500). Issue: payment debited, no ord. Checked PG dashboard fo",rules-baseline-v2,rules:note
TK-249537,DUP-PAYMENT,payment_failure,n/a (rules),cx: amount deducted without ord | asked for utr -> refun,rules-baseline-v2,rules:note
TK-249538,PRICE-ADJ,pricing_coupon,n/a (rules),Refunded Rs 400. Issue: coupon not applied. chk cart el,rules-baseline-v2,rules:note
TK-249566,RETURN-QC-OK,return_qc,n/a (rules),Reported: pkp not done. Re-raised pkp with cour,rules-baseline-v2,rules:note
TK-249572,DUP-PAYMENT,payment_failure,n/a (rules),processed (1619). Issue: failed ord after payment. conf w/ payment gateway,rules-baseline-v2,rules:note
TK-249577,WTY-BUYBACK,hardware_fault,n/a (rules),cx: mic issue | checked mic permission,rules-baseline-v2,rules:note
TK-249585,RETURN-QC-OK,return_qc,n/a (rules),re: pickup not done | re-raised pickup with,rules-baseline-v2,rules:note
TK-249591,WTY-BUYBACK,hardware_fault,n/a (rules),FW update adv. Issue: mic not working on calls. chk mic permis,rules-baseline-v2,rules:note
TK-249592,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no ord 2. checked pg dashboard",rules-baseline-v2,rules:note
TK-249599,RETURN-QC-OK,return_qc,n/a (rules),Cx says pickup not done. Checked pickup AWB. Ref,rules-baseline-v2,rules:note
TK-249614,DUP-PAYMENT,payment_failure,n/a (rules),5-7 woking days. issue: charged twice. confirmed utrs. ~Rohit,rules-baseline-v2,rules:note
TK-249615,DUP-PAYMENT,payment_failure,n/a (rules),1. Failed order after payment 2. Asked for UTR 3. xfer,rules-baseline-v2,rules:note
TK-249625,CANCEL,customer_cancellation,n/a (rules),cx: order cancellation | checked shipment statu,rules-baseline-v2,rules:note
TK-249630,RETURN-QC-OK,return_qc,n/a (rules),nfirmed credited. issue: refund pending. chk reverse pkp qc stat,rules-baseline-v2,rules:note
TK-249631,CANCEL,customer_cancellation,n/a (rules),Ticket raised for cancellation request. Cancelled before dispat,rules-baseline-v2,rules:note
TK-249638,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pkp pending 2. Checked pkp A,rules-baseline-v2,rules:note
TK-249651,DUP-PAYMENT,payment_failure,n/a (rules),Cust contacted re failed ord after payment. Asked for UTR. rfnd of,rules-baseline-v2,rules:note
TK-249652,DUP-PAYMENT,payment_failure,n/a (rules),cx: double charge | chk pg for duplicate t,rules-baseline-v2,rules:note
TK-249672,DUP-PAYMENT,payment_failure,n/a (rules),"Ticket raised for payment debited, no ord. chk PG dashboard for tx",rules-baseline-v2,rules:note
TK-249675,RETURN-QC-OK,return_qc,n/a (rules),cx reported wrong item delivered. raised w/ war,rules-baseline-v2,rules:note
TK-249677,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. Checked reverse pkp Q,rules-baseline-v2,rules:note
TK-249687,CANCEL,customer_cancellation,n/a (rules),"Cancelled, refund initiated. Issue: cancellation req",rules-baseline-v2,rules:note
TK-249701,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no order 2. asked for utr 3. re",rules-baseline-v2,rules:note
TK-249706,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-249707,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 3149. issue: reverse pkp pending. checked pkp awb,rules-baseline-v2,rules:note
TK-249713,DOA-REPL,transit_damage,n/a (rules),"up arranged. Issue: unit received damaged. Photos received, damage",rules-baseline-v2,rules:note
TK-249715,RETURN-QC-OK,return_qc,n/a (rules),pickup missed | checked pickup awb ->,rules-baseline-v2,rules:note
TK-249723,RETURN-QC-OK,return_qc,n/a (rules),cx states reverse pkp pending. Re-raised pkp w,rules-baseline-v2,rules:note
TK-249725,LOST-TRANSIT,transit_lost,n/a (rules),Cx reported ord not delivered. Checked AWB with courie,rules-baseline-v2,rules:note
